"fips","pop_density","prop_spec_hosts","treediversity_specrich_total","MEAN_MAT","MEAN_MAP","height_difference_NHminH","diameter_difference_NHminH","diameter_cv_t_difference_NHminH","height_cv_t_difference_NHminH","specialist_count","lat","US_L3NAME","broad_group","s_prop_spec_hosts","s_diameter_cv_diff","s_height_cv_diff","s_height_mean_diff","s_diameter_mean_diff","s_pop_density","s_MEAN_MAP","s_MEAN_MAT","s_tree_div","temp_bin"
"01131",4.58874272,0.0410145709660011,66,17.9485648,1424.761905,843.494820382339,-0.0349336053709719,-65.2040206479461,-41.8696590973889,0,31.98669741,"Southeastern Plains","White / red / jack pine group",-1.01089270336133,-1.49506413756081,-0.964239867484559,0.131485211033676,0.413273925214159,-0.355959338094819,1.18239506329627,1.33131298084065,2.1809058632692,"High"
"01133",14.93521143,0.0121457489878543,45,15.42131347,1496.72619,891.882666050347,-0.181157303583366,-23.7368035792503,-23.2949254552619,0,34.15040226,"Southwestern Appalachians","White / red / jack pine group",-1.16409915069088,1.25468855895186,1.00052443080585,0.289274351860152,-0.662147901645522,-0.299564411390717,1.40573656277703,0.737755930917011,0.80240927836644,"High"
"04001",2.47259931,0.310868586858686,20,10.1943754,322.4777108,176.61111027789,-0.181528971000846,-37.8599435102026,-36.1238990693343,2,35.38331872,"Arizona/New Mexico Plateau","White / red / jack pine group",0.421218904927595,0.318162192978794,-0.356475342449193,-2.04317262288856,-0.664881379583619,-0.36749368433867,-2.23854915627834,-0.48985681346435,-0.838658084613037,"Low"
"04003",7.861754635,0.00700431034482759,25,16.15491595,391.1753394,77.5648409475017,-0.291376415831082,-36.9955166935184,-44.8041520377255,3,31.87962746,"Madrean Archipelago","Aspen / birch group",-1.19138469594996,0.375483617905321,-1.27463930975071,-2.36615508933142,-1.47276916548553,-0.338119312456924,-2.02534574041314,0.91005178399525,-0.510444612017142,"High"
"04005",2.950340147,0.36733911175884,23,11.00338252,342.638061,124.675088102099,-0.210209969731325,-35.8992031496824,-31.9119212823173,5,35.83526988,"Arizona/New Mexico Mountains","White / red / jack pine group",0.720907215913636,0.448181795803113,0.0890515620311228,-2.21253210157436,-0.875819636705867,-0.364889688691331,-2.17598141390828,-0.299851223670311,-0.6417300010555,"Moderate"
"04007",4.370110882,0.095247005988024,25,14.52663756,523.7546898,112.397003356764,-0.222288367407269,-35.9989032067475,-38.4266173843051,2,33.8010486,"Arizona/New Mexico Mountains","White / red / jack pine group",-0.723081905052882,0.441570537075452,-0.600048080634417,-2.25257001638986,-0.964651834584859,-0.3571510226033,-1.61388509825542,0.527629938510334,-0.510444612017142,"High"
"04009",3.199838015,0.128886885984678,30,15.41584362,421.7914831,105.79970067615,-0.230501156509459,-33.7050004022528,-39.1820995012699,1,32.93181453,"Chihuahuan Deserts","White / red / jack pine group",-0.544555517423309,0.593682635935325,-0.679960090141937,-2.27408332634146,-1.02505389504336,-0.363529764414453,-1.93032839337389,0.736471267222909,-0.182231139421246,"High"
"04011",1.983807532,0.239253148067738,30,12.63041488,434.8978102,127.256208865997,-0.261761612363973,-32.525618154602,-39.6293784719453,1,33.2137815,"Arizona/New Mexico Mountains","White / red / jack pine group",0.0411567409981615,0.671889222847692,-0.727271549347253,-2.20411526007042,-1.25496311601448,-0.370157914740995,-1.88965284511826,0.0822779758548864,-0.182231139421246,"Moderate"
"04015",6.110566133,0.0105465004793864,11,16.29415717,269.4341512,78.1084046582187,-0.230757252467906,-50.5126013956751,-47.5582267243414,2,35.6984698,"Arizona/New Mexico Plateau","White / red / jack pine group",-1.17258634087013,-0.52085432652849,-1.5659547990246,-2.36438256877973,-1.02693738716434,-0.347664419099918,-2.40317009482947,0.942754351717697,-1.42944233528565,"High"
"04017",4.27920132,0.212899648863426,16,11.34610237,301.397973,85.4935977070109,-0.146158373846021,-31.0722953478649,-30.756231479976,1,35.39058087,"Arizona/New Mexico Plateau","White / red / jack pine group",-0.098700922430264,0.768261214730058,0.211296010177,-2.34030000734474,-0.404743572412937,-0.357646538341992,-2.30397022242126,-0.219359117206064,-1.10122886268975,"Moderate"
